Area Name,Time Period,Main road accessibility,Local roads density,Motorcycles density,Vehicles density,Active companies rate,Municipality employment rate,Unemployed rate,Transport and storage investments rate,Doctors accessibility,Preschool children enrollment rate,Tourists Arrivals,GVA Per Capita Normalized
GornjiMilanovac,2011,11.47415286,0.337320574,0.122009569,11.87440191,8.701909023,0.345637306,74,1.39581319,2.6,2.539902166,13563,0.14327601
GornjiMilanovac,2012,11.64560127,0.337320574,0.19138756,12.08851675,9.070243237,0.376853405,80,0.317549443,2.6,2.598633646,11383,0.21492391
GornjiMilanovac,2013,11.3938851,0.337320574,0.193779904,12.2715311,9.441113638,0.382820749,79,0.210547056,2.6,2.688360632,10107,0.185663133
GornjiMilanovac,2014,11.48307835,0.337320574,0.20215311,12.64952153,9.66620306,0.395787869,80,0.210547056,2.7,2.701144366,6329,0.306946795
GornjiMilanovac,2015,11.59326,0.337320574,0.216507177,12.85885167,9.875965364,0.437180076,78,0.054551837,2.7,2.767149616,9152,0.386544606
GornjiMilanovac,2016,11.99229278,0.337320574,0.216507177,13.39354067,10.14232351,0.431165935,71,0.594827179,2.6,2.988872404,12840,0.364375607
GornjiMilanovac,2017,11.83354031,0.337320574,0.232057416,13.79784689,10.60374475,0.438091743,63,1.019273023,2.5,3.086075949,9583,0.302782648
GornjiMilanovac,2018,11.94191651,0.337320574,0.245215311,14.05263158,11.64079823,0.454572714,49,0.817362383,2.4,3.155688623,10244,0.181900277
GornjiMilanovac,2019,12.03999611,0.337320574,0.258373206,14.58373206,11.00743549,0.46861476,42,1.217791709,2.2,3.231046389,11299,0.082145517
GornjiMilanovac,2020,12.15966036,0.337320574,0.295454545,15.4007177,11.31316106,0.477567493,38,4.110800265,2.5,3.340981132,9335,0.132235503
GornjiMilanovac,2021,12.15966036,0.337320574,0.333732057,15.82416268,11.92250373,0.488448317,31,1.401862891,2.5,3.275609756,14410,0.131680351
Ivanjica,2011,12.62976861,0.162385321,0.055963303,6.291743119,15.57223265,0.306481673,147,0,1.5,1.808045555,19086,-0.245627557
Ivanjica,2012,13.375766,0.162385321,0.083486239,6.451376147,15.7622086,0.334062355,152,0,1.5,1.715567184,18356,-0.225046451
Ivanjica,2013,11.85504195,0.162385321,0.088990826,6.624770642,16.26949947,0.352520019,155,0,1.4,2.086584206,18087,-0.264543547
Ivanjica,2014,12.30206554,0.155963303,0.094495413,6.781651376,16.30522347,0.364980619,143,0.517835852,1.4,2.256987578,13536,-0.223201862
Ivanjica,2015,12.6560974,0.155963303,0.111926606,7.025688073,16.86307702,0.362872496,145,0,1.4,2.138872404,10818,-0.261205845
Ivanjica,2016,12.76790699,0.155963303,0.097247706,7.344036697,17.30762915,0.382906664,138,0,1.4,2.276450512,17204,-0.276543818
Ivanjica,2017,12.25798216,0.155963303,0.108256881,7.547706422,17.43974006,0.405268233,125,0,1.4,2.169773096,17764,-0.214801708
Ivanjica,2018,12.39316841,0.155963303,0.090825688,7.486238532,18.16840976,0.429230849,116,0,1.5,2.239500102,19134,-0.194454085
Ivanjica,2019,12.53689386,0.155963303,0.109174312,7.857798165,17.32790777,0.451540914,112,0,1.5,2.389572471,20910,-0.216080746
Ivanjica,2020,12.69836854,0.155963303,0.10733945,8.323853211,17.27631805,0.465588588,103,0,1.6,2.318674315,11051,-0.223348834
Ivanjica,2021,12.69836854,0.155963303,0.114678899,8.914678899,16.90779153,0.478536477,103,0,1.6,2.928105995,15120,-0.222880519
Lučani,2011,13.54496849,0.401101322,0.0969163,9.378854626,7.447011648,0.294241185,87,1.926245942,1.4,1.840577436,3795,-0.185601306
Lučani,2012,13.75309001,0.401101322,0.134361233,9.577092511,7.609907421,0.294573643,87,8.691047453,1.3,1.884640103,1126,-0.200664988
Lučani,2013,13.94710971,0.401101322,0.147577093,9.698237885,8.35627212,0.30569204,94,35.08115415,1.3,1.83723229,8209,-0.052764121
Lučani,2014,14.1784929,0.401101322,0.160792952,9.883259912,8.844693184,0.302649823,111,1.211464968,1.3,1.970847458,11358,-0.063071783
Lučani,2015,14.56,0.405506608,0.176211454,10.10792952,9.426751592,0.329119924,103,1.211464968,1.2,2.087093389,10041,-0.1324583
Lučani,2016,14.82212412,0.405506608,0.165198238,10.50220264,10.07530512,0.338648321,94,6.066424305,1.2,2.255288634,11728,-0.003749095
Lučani,2017,15.12638757,0.405506608,0.202643172,10.93832599,9.937625542,0.370616035,84,2.781636537,1.2,2.158336374,13782,0.222475552
Lučani,2018,15.38334588,0.405506608,0.160792952,10.88986784,11.50413934,0.404721323,69,3.335179013,1.2,2.394542773,17432,0.219918559
Lučani,2019,15.65603458,0.405506608,0.167400881,11.38105727,10.34029981,0.420964766,56,3.737772185,1.4,2.735195531,15062,0.057357339
Lučani,2020,15.97326263,0.405506608,0.185022026,11.71585903,10.4381803,0.438849574,53,2.695953112,1.6,2.836571429,722,0.003272488
Lučani,2021,15.97326263,0.481497797,0.209251101,12.30837004,10.78213247,0.456945611,51,11.58885276,1.5,3.473189824,1890,0.011859892
Jagodina,2011,3.440827291,0.343446809,0.834042553,32.07659574,10.35505017,0.421523922,148,0.328003257,2.6,2.518763368,5396,-0.26743426
Jagodina,2012,3.416349783,0.339297872,1.193617021,33.78297872,10.1124065,0.378499347,152,0.328003257,2.6,2.592476734,3909,-0.260330819
Jagodina,2013,2.862690862,0.339297872,1.387234043,34.84893617,10.72880433,0.366539193,153,0.328003257,2.5,2.57839584,6174,-0.257375432
Jagodina,2014,2.876837332,0.339297872,1.438297872,35.33617021,11.14683214,0.325847924,147,0.328003257,2.5,2.462883142,7928,-0.157276876
Jagodina,2015,3.444582603,0.339297872,1.604255319,36.40638298,11.43107444,0.356287811,148,1.133682812,2.6,2.576885645,6267,-0.170542229
Jagodina,2016,4.213797125,0.339510638,1.591489362,38.02978723,11.34828425,0.366234839,153,0.765738989,2.6,2.578502911,7691,-0.223472442
Jagodina,2017,3.533804874,0.339510638,1.595744681,39.59787234,11.61192406,0.370523021,137,0.643853269,2.6,2.602357629,14174,-0.206866636
Jagodina,2018,3.557059264,0.3395,1.472340426,39.73829787,13.73515508,0.394077653,127,2.301683385,2.6,2.73,15739,-0.23349966
Jagodina,2019,3.58076778,0.339510638,1.738297872,41.29574468,12.24501639,0.405913674,125,2.349780924,2.6,2.625722543,12403,-0.223081806
Jagodina,2020,3.609465033,0.339510638,1.810638298,42.77234043,12.2407792,0.411521594,118,0.104361052,2.8,2.310948905,4014,-0.206609439
Jagodina,2021,3.609465033,0.304297872,1.795744681,43.19574468,12.40323846,0.429016798,118,0,2.7,2.431314623,4475,-0.208261125
Despotovac,2011,8.568294257,0.146661316,0.377207063,10.03852327,6.151860615,0.280841503,80,0.556721876,1.8,1.556469298,1281,-0.19206023
Despotovac,2012,11.97287246,0.266195827,0.534510433,10.45746388,6.256836578,0.299481507,86,5.922992781,1.7,1.723392306,2181,-0.175163182
Despotovac,2013,11.41814622,0.162921348,0.659711075,10.7094703,6.363191385,0.304889202,86,0.255239621,1.7,1.946941142,3204,-0.19515692
Despotovac,2014,11.64388522,0.162921348,0.650080257,10.74638844,6.562867747,0.3048859,87,0,1.6,2.111643221,1998,-0.151092
Despotovac,2015,13.54617439,0.162921348,0.662921348,10.97431782,6.767332658,0.360128149,91,0,1.6,2.180834621,1922,-0.427514809
Despotovac,2016,12.57531811,0.162921348,0.656500803,11.27447833,6.923652695,0.373672878,99,0,1.6,2.164427383,2526,-0.461394539
Despotovac,2017,9.001760815,0.162921348,0.645264848,11.54093098,7.090848522,0.375085143,94,0,1.7,2.620997029,510,-0.483844151
Despotovac,2018,9.169324737,0.162921348,0.547351525,11.3258427,8.046924233,0.383996285,90,0,1.6,2.465029,1673,-0.275078495
Despotovac,2019,9.35202215,0.162921348,0.589085072,11.54253612,7.515079601,0.381137772,83,4.573321467,1.5,2.49646143,3352,-0.301172193
Despotovac,2020,9.557093775,0.162921348,0.528089888,11.40770465,7.62934519,0.391971279,78,34.88192199,1.5,2.583700441,868,-0.26085508
Despotovac,2021,9.557093775,0.162921348,0.495987159,11.60192616,7.780890134,0.396809404,83,1.600425355,1.7,2.439665017,751,-0.252390439
Paraćin,2011,4.341952701,0.283339483,0.533210332,20.07749077,11.88920585,0.305833069,155,3.45957486,2.4,1.840792873,3925,-0.180928452
Paraćin,2012,4.385048605,0.283339483,0.776752768,20.97785978,11.5611234,0.323600433,157,1.981022658,2.5,1.745226346,5624,-0.172119675
Paraćin,2013,3.864646427,0.283339483,0.994464945,21.94649446,11.94516849,0.316535654,165,1.296116414,2.4,1.792903296,6316,-0.248573324
Paraćin,2014,3.898789255,0.283339483,1.020295203,22.14206642,12.84525161,0.292872607,161,4.410329171,2.4,1.791759218,5477,-0.288129694
Paraćin,2015,4.409743433,0.283339483,1.156826568,22.51660517,13.82101405,0.300245985,159,4.02647755,2.4,1.857913063,6325,-0.251163244
Paraćin,2016,3.439263496,0.283339483,1.07195572,23.32656827,14.71466266,0.327623189,155,8.683211032,2.4,1.883945841,7167,-0.247039222
Paraćin,2017,4.530551445,0.283339483,1.068265683,23.73616236,15.2270426,0.332596289,152,6.514857076,2.4,1.979303966,16386,-0.242103354
Paraćin,2018,4.580318123,0.283339483,0.998154982,23.49077491,16.59514154,0.33669275,145,0.661482736,2.4,1.984731031,17576,-0.268125007
Paraćin,2019,4.543810433,0.283339483,1.012915129,24.41328413,13.58879472,0.346321957,136,1.826648363,2.4,2.196503413,9546,-0.215198216
Paraćin,2020,4.604827002,0.283339483,1.068265683,25.29704797,13.00508105,0.36249842,121,0.265666586,2.4,1.994833948,4561,-0.234082917
Paraćin,2021,4.604827002,0.289428044,0.988929889,25.58671587,13.16761014,0.373337627,120,4.755496759,2.5,2.053979064,7765,-0.232042669
Rekovac,2011,16.14565472,0.241010929,0.095628415,6.040983607,5.143940078,0.21275623,136,0,1.4,1.756148981,0,-0.29098739
Rekovac,2012,16.57802076,0.241010929,0.12295082,6.172131148,5.467012602,0.224312141,153,0,1.6,1.555719557,0,-0.268425543
Rekovac,2013,11.17624703,0.241010929,0.133879781,6.363387978,6.270783848,0.238323736,157,0,1.6,1.595384615,0,-0.298262061
Rekovac,2014,11.43704424,0.241010929,0.158469945,6.207650273,6.514341274,0.243012167,159,0,1.5,1.756756757,0,-0.248534632
Rekovac,2015,17.85550573,0.241010929,0.191256831,6.43442623,7.174887892,0.293380735,179,0,1.5,2.165425972,0,-0.341052907
Rekovac,2016,44.52458682,0.241010929,0.180327869,6.486338798,7.957559682,0.285664518,193,0,1.4,1.949137931,0,-0.351595155
Rekovac,2017,18.62301089,0.241010929,0.150273224,6.677595628,8.689279732,0.291389538,188,0,1.4,1.992786294,0,-0.342467928
Rekovac,2018,19.29093851,0.243579235,0.12295082,6.557377049,9.492988134,0.301548796,163,0,1.6,2.340930674,0,-0.348154846
Rekovac,2019,19.68208476,0.240956284,0.147540984,6.860655738,7.30330862,0.341340566,136,0,1.7,2.720675944,0,-0.323231155
Rekovac,2020,20.18692543,0.240956284,0.12295082,6.866120219,7.717625695,0.345476381,118,0,1.6,2.234989648,0,-0.319559227
Rekovac,2021,20.18692543,0.241010929,0.098360656,7.010928962,8.551013236,0.34772774,132,0,1.6,2.378902045,0,-0.308609578
Svilajnac,2011,5.878444153,0.239754601,1.036809816,20.12269939,10.53879037,0.255690593,91,0.477250603,1.7,1.899898632,946,0.183072543
Svilajnac,2012,5.970681799,0.239754601,1.751533742,20.8190184,10.79012983,0.272153188,93,0.046857536,1.8,2.121109077,458,0.176626477
Svilajnac,2013,7.031822145,0.240644172,1.837423313,21.34355828,10.98517873,0.272896938,99,0.843722755,1.9,1.954768392,339,0.015483376
Svilajnac,2014,6.957734012,0.240644172,1.837423313,21.7607362,11.50697057,0.269723866,91,0.004735561,1.8,1.560339943,414,0.078645151
Svilajnac,2015,9.099600521,0.240644172,1.929447853,22.43558282,11.80483864,0.380444126,87,0,1.8,2.141693337,311,-0.046783964
Svilajnac,2016,9.215,0.240644172,1.858895706,23.05214724,12.27272727,0.412281977,93,0,1.8,2.228843862,228,-0.090858479
Svilajnac,2017,6.444997695,0.24095092,1.871165644,23.58282209,12.40202858,0.416795923,87,0.002720148,1.5,2.427830333,219,-0.162130334
Svilajnac,2018,6.528065751,0.24095092,1.647239264,23.55214724,13.96282806,0.429752066,88,0.003175493,1.4,2.844832969,148,-0.287072182
Svilajnac,2019,6.629297672,0.24095092,1.610429448,24.05214724,12.80409731,0.445159314,69,0,1.7,2.775734108,247,-0.279865797
Svilajnac,2020,6.751279822,0.24095092,1.395705521,24.11349693,12.84651792,0.452163743,67,0.01352265,1.9,2.539513171,101,-0.26467546
Svilajnac,2021,6.751279822,0.24095092,1.358895706,24.65337423,12.90767563,0.471912776,64,0.00315302,1.9,2.764605398,383,-0.260871904
Ćuprija,2011,7.535708476,0.556236934,1.181184669,26.85365854,11.58288596,0.326218619,128,0,6.9,2.21746524,886,-0.28126774
Ćuprija,2012,7.642633229,0.556236934,1.679442509,28.28919861,11.48325359,0.344039194,130,0,7,2.286917231,916,-0.263484507
Ćuprija,2013,6.642735499,0.556236934,1.926829268,28.91986063,12.1214145,0.339056442,128,0,7.2,2.390736842,496,-0.303642509
Ćuprija,2014,6.716523736,0.556236934,2.031358885,29.45644599,12.62745628,0.343684345,130,0,7.1,2.302540913,316,-0.219442495
Ćuprija,2015,8.916345268,0.556236934,2.020905923,30.07665505,12.62841735,0.351745701,127,0,7.1,2.4546851,1035,-0.259101041
Ćuprija,2016,9.562363994,0.556236934,1.951219512,31.12891986,12.36572139,0.378646441,131,0,7,2.397094972,398,-0.240481154
Ćuprija,2017,7.796619068,0.556236934,1.947735192,32.34494774,12.87974241,0.39193941,123,0,7,2.384193696,1536,-0.280448445
Ćuprija,2018,8.102861398,0.57630662,1.777003484,31.96167247,15.77846328,0.404464582,115,0,6.9,2.461466604,1808,-0.272399526
Ćuprija,2019,8.213528376,0.57630662,2.177700348,32.84320557,14.34065342,0.407156564,100,0,7,2.515658618,1814,-0.013405324
Ćuprija,2020,8.342459752,0.57630662,2.114982578,33.19163763,14.34673092,0.422204261,97,0,6.9,2.264995084,525,-0.113155265
Ćuprija,2021,8.342459752,0.57630662,1.986062718,33.6097561,14.49977635,0.445106483,95,0,7.2,2.335614702,847,-0.106879139
Kruševac,2011,3.690397479,0.346056206,0.75175644,30.59836066,8.800111747,0.30503344,123,0.002553119,3.1,2.173058749,27618,-0.228469524
Kruševac,2012,3.874065618,0.346056206,1.007025761,31.83372365,8.788665436,0.30652026,125,0.445440315,3,2.208146005,27295,-0.249848462
Kruševac,2013,3.680472813,0.346056206,1.195550351,32.87587822,9.109535067,0.310890904,128,0.445440315,2.9,2.273939175,26199,-0.282221157
Kruševac,2014,3.711091512,0.346056206,1.337236534,33.32669789,9.566716725,0.308186138,124,0.445440315,2.9,2.314201619,21962,-0.337787116
Kruševac,2015,3.742553788,0.346056206,1.409836066,33.77400468,9.976361232,0.359567714,126,0.012965263,2.9,2.541818522,21828,-0.230499604
Kruševac,2016,3.814431655,0.346056206,1.433255269,35.00819672,10.42618761,0.365145484,122,0.4367513,2.8,2.655543953,20919,-0.239902923
Kruševac,2017,3.768934227,0.346056206,1.543325527,36.31733021,10.89539927,0.383432116,111,0.764687145,2.9,2.657785701,25443,-0.201659669
Kruševac,2018,3.80448171,0.346056206,1.43793911,36.58313817,12.81195123,0.404869552,98,0,2.9,2.734934455,26328,-0.218595258
Kruševac,2019,3.786657123,0.346056206,1.87587822,37.85831382,10.92764286,0.424657177,88,0.030693943,2.9,2.803922547,27232,-0.165179477
Kruševac,2020,3.822253959,0.346056206,2.06323185,39.26346604,11.08917545,0.441488162,84,0.470391061,3,2.577539291,18582,-0.142145644
Kruševac,2021,3.822253959,0.346056206,2.190866511,40.97189696,11.44028511,0.473468783,74,0.001386443,3,2.757494176,21304,-0.14325794
Aleksandrovac,2011,17.4857272,0.991074935,0.343669251,15.9379845,7.381185509,0.264283471,91,0,1.1,2.28320602,2799,-0.232495446
Aleksandrovac,2012,17.70981768,0.991074935,0.42377261,16.44186047,7.590205203,0.287703687,92,0,1.1,2.40027959,2267,-0.191373307
Aleksandrovac,2013,18.48592827,0.993077519,0.514211886,17.05943152,7.798324518,0.292169734,101,0,1.3,2.421606119,2498,-0.19571983
Aleksandrovac,2014,18.95430023,1.008581395,0.496124031,17.374677,8.092259578,0.307527266,96,0,1.3,2.407079646,1938,-0.295039324
Aleksandrovac,2015,19.20354087,1.008581395,0.547803618,17.94315245,8.55513308,0.380266278,96,0.008634347,1.3,2.416395086,2081,-0.213190627
Aleksandrovac,2016,19.6070167,1.03002584,0.545219638,18.58139535,8.710661529,0.397809541,89,0.012604367,1.3,2.650773196,2921,-0.263282785
Aleksandrovac,2017,19.53757531,1.036485788,0.560723514,19.18604651,8.915486077,0.409891769,87,0.00069207,1.3,2.73640944,1888,-0.267172327
Aleksandrovac,2018,19.81261611,1.036485788,0.478036176,18.83462532,10.19692028,0.413299068,87,0,1.2,2.6288186,2025,-0.262027979
Aleksandrovac,2019,20.15787932,1.041167959,0.529715762,19.41343669,9.833458867,0.39950128,89,0,1.3,2.930871738,1946,-0.257944624
Aleksandrovac,2020,20.64595983,1.052795866,0.57622739,20.03359173,9.766039659,0.400174426,94,0,1.1,2.856117174,1718,-0.289811124
Aleksandrovac,2021,20.64595983,1.052795866,0.604651163,20.90439276,10.13294072,0.400522301,104,0,1.1,3.001774623,1945,-0.286463035
Brus,2011,32.82422687,0.714521452,0.067656766,5.646864686,5.867253392,0.244528443,124,0,1.8,2.150249138,17786,-0.226427687
Brus,2012,33.8733879,0.714521452,0.123762376,5.871287129,6.138392857,0.259157596,126,0,1.7,2.190102121,17939,-0.185598126
Brus,2013,33.11636089,0.714521452,0.115511551,6.102310231,6.848454386,0.25725822,131,0,1.8,2.400080906,17352,-0.226724508
Brus,2014,33.55914937,0.714521452,0.120462046,6.264026403,7.322042532,0.260899316,133,0,1.6,2.278056951,14304,-0.145849025
Brus,2015,34.09755466,0.714521452,0.130363036,6.587458746,7.310130677,0.363002093,137,0,1.6,2.581999135,18310,-0.245402616
Brus,2016,35.79009589,0.714521452,0.155115512,6.836633663,7.552870091,0.379516849,141,0,1.6,2.909977827,21061,-0.258466743
Brus,2017,30.55447587,0.561056106,0.165016502,6.978547855,7.920133111,0.391713164,132,0,1.7,2.522482014,20636,-0.310699009
Brus,2018,30.98292156,0.560891089,0.140264026,6.793729373,8.775482652,0.396939314,127,0,1.4,3.098636364,23303,-0.199362001
Brus,2019,31.1732758,0.560891089,0.155115512,7.02970297,7.739195945,0.393552575,122,0,1.4,2.873903002,23289,-0.235846416
Brus,2020,31.73401659,0.560891089,0.160066007,7.280528053,7.738966743,0.399710758,132,0,1.3,3.099669343,15163,-0.230924307
Brus,2021,31.73401659,0.560891089,0.186468647,7.737623762,8.197305581,0.404607139,112,0,1.4,3.603305785,14504,-0.225077815
Varvarin,2011,6.957004777,0.259036145,0.34939759,13.74297189,6.999222309,0.149617529,62,0.045828241,1.2,1.360224831,0,-0.41722749
Varvarin,2012,8.890500281,0.391253012,0.441767068,14.36144578,6.632939854,0.164155708,70,2.410118044,1.1,1.590341101,0,-0.480170873
Varvarin,2013,9.140143328,0.391253012,0.485943775,14.63453815,7.052667501,0.16444758,74,3.367933113,1.1,1.691718859,0,-0.527004112
Varvarin,2014,7.458066747,0.265461847,0.558232932,14.96787149,7.550867485,0.154812091,72,0,1.2,1.87195122,0,-0.542316663
Varvarin,2015,7.572866674,0.265461847,0.626506024,15.22891566,7.901205665,0.294074549,74,0,1.2,1.794444444,0,-0.505423495
Varvarin,2016,7.280247575,0.265461847,0.554216867,15.47389558,8.391358686,0.29317757,67,0,1,1.869281046,0,-0.51398082
Varvarin,2017,7.65527444,0.265461847,0.550200803,16.1124498,8.453595797,0.306842005,64,0,1.1,1.818791946,0,-0.522309144
Varvarin,2018,9.533598531,0.381927711,0.457831325,15.68674699,9.179926561,0.320723524,60,0,1.1,1.878225806,0,-0.524556257
Varvarin,2019,9.676315299,0.381927711,0.481927711,16.02008032,7.70234176,0.322388652,61,0,1.1,1.981681932,0,-0.475394431
Varvarin,2020,9.846965866,0.381927711,0.453815261,16.51405622,8.217446271,0.315741491,73,0,1.1,1.788321168,0,-0.473485422
Varvarin,2021,9.846965866,0.381927711,0.449799197,16.84738956,8.389803162,0.313912503,77,0,1.2,2.03187251,0,-0.471533608
Trstenik,2011,5.926889917,0.353571429,0.522321429,22.625,8.7611257,0.302287582,115,0,1.3,2.484515637,1557,-0.366896098
Trstenik,2012,6.223425544,0.374330357,0.678571429,23.43973214,8.640376692,0.31331289,122,0,1.3,2.36692104,1070,-0.368354419
Trstenik,2013,5.879730084,0.353571429,0.823660714,23.98214286,8.941557977,0.331295624,124,0,1.3,2.613932085,1123,-0.376573868
Trstenik,2014,5.959015007,0.353571429,0.830357143,24.11830357,8.820473164,0.311045764,121,0,1.4,2.659433198,1174,-0.376003887
Trstenik,2015,6.047281556,0.353571429,0.866071429,24.22544643,8.877553523,0.359115191,122,0,1.3,2.601092896,1494,-0.31651386
Trstenik,2016,6.101631586,0.353571429,0.854910714,24.81919643,8.992402541,0.336101669,129,0,1.2,2.764646465,1934,-0.317318541
Trstenik,2017,6.439610225,0.353571429,0.861607143,25.31473214,9.086307264,0.355588212,121,0,1.3,2.850733538,2055,-0.319589366
Trstenik,2018,6.538070153,0.353571429,0.767857143,25.31026786,10.45869202,0.37243773,112,0,1.3,2.951901372,2613,-0.28167851
Trstenik,2019,6.625582667,0.353571429,0.912946429,25.78348214,9.817452671,0.399153146,104,0,1.2,3.047964602,2395,-0.233025736
Trstenik,2020,6.706698009,0.353571429,0.935267857,26.56026786,10.16850668,0.413901307,93,0,1.2,2.895183114,1063,-0.262834251
Trstenik,2021,6.706698009,0.353571429,1.042410714,27.32589286,10.38164654,0.42865327,101,0,1.2,3.208609272,1274,-0.26026336
Ćićevac,2011,6.616081779,0.322580645,0.306451613,13.14516129,7.166192433,0.237781133,118,0,1.2,2.08744186,633,-0.400629285
Ćićevac,2012,6.705115882,0.322580645,0.435483871,13.88709677,7.476236249,0.243698828,109,0,1.2,1.982791587,439,-0.379307042
Ćićevac,2013,6.509943796,0.322580645,0.435483871,13.99193548,7.782101167,0.254303984,115,0,1.2,2.048057933,326,-0.276522247
Ćićevac,2014,6.603442605,0.322580645,0.532258065,14.21774194,8.003508387,0.250209486,117,0,1.3,2.081395349,64,-0.263628118
Ćićevac,2015,6.713855757,0.322580645,0.540322581,14.58064516,8.025861108,0.347505572,125,0,1.4,2.385327635,0,-0.299872321
Ćićevac,2016,7.094036438,0.322580645,0.532258065,15.2016129,8.826524839,0.399580859,117,0,1.5,2.4625,0,-0.318462116
Ćićevac,2017,7.343014579,0.322580645,0.588709677,15.54032258,9.18379061,0.398612593,106,0,1.4,2.699021821,0,-0.343608091
Ćićevac,2018,7.432605159,0.322580645,0.516129032,15.42741935,10.45782013,0.412972384,94,3.609574715,1.4,2.726172466,3175,-0.282721311
Ćićevac,2019,7.508510389,0.322580645,0.548387097,16.12096774,9.273388895,0.457567317,97,0,1.4,2.499615089,3400,-0.301474367
Ćićevac,2020,8.192362598,0.362096774,0.467741935,16.53225806,8.92219843,0.453406719,98,0,1.4,2.725396825,1245,-0.192702342
Ćićevac,2021,8.192362598,0.44433871,0.427419355,17.38709677,9.317521781,0.422072937,87,0,1.3,2.796416938,2093,-0.190362753
Kraljevo,2011,4.523011318,0.213200654,0.318300654,18.09803922,9.939422924,0.351027999,108,0,2.9,2.115310643,26240,-0.240357864
Kraljevo,2012,4.767819761,0.213200654,0.44379085,18.68562092,9.849292984,0.346964005,112,0,2.8,2.116597839,28801,-0.26464356
Kraljevo,2013,4.020133523,0.213200654,0.533986928,19.10196078,10.47492807,0.342966194,111,0,2.8,2.074638233,25368,-0.249169733
Kraljevo,2014,4.642757082,0.213200654,0.566666667,19.28104575,11.01953055,0.338356467,106,0.071859067,2.8,2.185924609,23503,-0.279377681
Kraljevo,2015,4.774296602,0.213200654,0.580392157,19.18300654,11.4810374,0.339245236,106,0,2.8,2.376614957,21160,-0.232372643
Kraljevo,2016,4.554323156,0.213200654,0.561437908,19.59346405,11.98621627,0.355636474,104,0,2.7,2.36682518,22288,-0.262195599
Kraljevo,2017,4.71804156,0.213200654,0.575816993,20.28366013,12.56010369,0.374494265,92,0,2.8,2.350023958,23051,-0.226639134
Kraljevo,2018,4.766751434,0.213200654,0.573202614,20.52941176,13.96551287,0.391466381,89,0.320150723,2.9,2.465591974,25355,-0.176909105
Kraljevo,2019,4.815367677,0.213200654,0.567973856,21.37058824,12.45220538,0.408116019,86,0.347424211,2.9,2.49962744,29147,-0.234938057
Kraljevo,2020,4.867168158,0.213200654,0.613071895,22.36732026,12.64654377,0.429261429,75,0.086964398,3,2.315832151,15912,-0.196506191
Kraljevo,2021,4.867168158,0.213200654,0.676470588,23.23529412,13.16157449,0.44413473,67,0.13761973,3,2.318341605,21033,-0.197344774
VrnjačkaBanja,2011,10.52369711,0.873849372,0.740585774,27.11715481,13.98220447,0.373847581,126,0.417432359,3.3,2.270492668,154974,-0.272662631
VrnjačkaBanja,2012,10.64985912,0.879205021,1.19665272,27.86610879,13.17282008,0.341927327,131,0.294010026,3.1,2.416001725,142232,-0.303016426
VrnjačkaBanja,2013,10.50992963,0.879205021,1.393305439,29.11715481,13.52197782,0.337285319,131,1.24888545,3.1,2.401889695,158900,-0.254776003
VrnjačkaBanja,2014,10.58557221,0.879205021,1.451882845,29.57740586,13.69303844,0.323981596,130,0,3.2,2.664434025,148743,-0.298224741
VrnjačkaBanja,2015,10.6635266,0.879205021,1.539748954,30.0041841,14.13031289,0.355838375,131,0,3.2,2.79995469,177659,-0.319065035
VrnjačkaBanja,2016,10.8009343,0.888410042,1.560669456,31.41841004,14.6549126,0.388218924,132,0.162070524,3.1,2.828103369,206270,-0.338131697
VrnjačkaBanja,2017,10.92348606,0.893012552,1.564853556,32.65271967,14.474584,0.412380225,124,0.096003343,3.2,2.929243065,216651,-0.317153813
VrnjačkaBanja,2018,11.04770284,0.89832636,1.439330544,33.30962343,16.25798554,0.431497469,115,0.039554722,3.1,3.002376991,250621,-0.298247762
VrnjačkaBanja,2019,11.27942536,0.915355649,1.786610879,34.74895397,14.28901556,0.437813956,104,0.34108766,3.1,3.210703144,286846,-0.221982204
VrnjačkaBanja,2020,11.56165928,0.934309623,1.774058577,36.06276151,14.54008242,0.433427762,99,0.302581448,3,3.06863703,212617,-0.328441503
VrnjačkaBanja,2021,11.56165928,0.946527197,1.861924686,38.13389121,14.95994974,0.45525,96,0.068124706,2.8,3.305084746,269117,-0.331785726
NoviPazar,2011,7.644167857,0.784770889,0.152291105,22.15229111,10.03905743,0.245838649,214,0,2.1,1.404369255,13771,-0.584670675
NoviPazar,2012,7.569388118,0.784770889,0.26819407,23.58490566,10.00019783,0.240604186,202,0.268828266,2.1,1.280209147,13026,-0.553428692
NoviPazar,2013,6.404300738,0.784770889,0.378706199,25,10.43849513,0.240335071,194,0,2.3,1.223038137,14657,-0.528713637
NoviPazar,2014,7.332835372,0.784770889,0.444743935,25.78571429,10.7967057,0.239019839,183,0,2.4,1.322317959,12476,-0.578661358
NoviPazar,2015,7.276017403,0.784770889,0.48787062,27.08355795,11.19431718,0.303315684,177,0.356774343,2.3,1.278018262,13378,-0.53207623
NoviPazar,2016,7.021514416,0.784770889,0.509433962,28.55121294,11.62657393,0.282102118,182,0.913655731,2.4,1.285951309,15015,-0.523606989
NoviPazar,2017,7.019518438,0.784366577,0.576819407,30.44609164,11.81154612,0.292353738,174,0.368110721,2.5,1.343167175,17213,-0.542057314
NoviPazar,2018,6.968586782,0.784366577,0.522911051,31.81940701,13.69270005,0.29960985,177,2.029512239,2.6,1.417100473,20280,-0.531968593
