Area Name,Time Period,Main road accessibility,Local roads density,Motorcycles density,Vehicles density,Active companies rate,Municipality employment rate,Unemployed rate,Transport and storage investments rate,Doctors accessibility,Preschool children enrollment rate,Tourists Arrivals,GVA Per Capita Normalized
Beočin,2019,5.0748831,0.18076087,0.902173913,22.16847826,11.82364729,0.311640052,73,10.39378758,1.2,2.264575646,1876,0.218184864
Beočin,2020,5.097014425,0.18076087,0.891304348,23.03804348,12.81449178,0.325859795,67,6.76262999,0.9,1.929349868,881,0.33991606
Beočin,2021,5.097014425,0.18076087,0.875,23.63586957,13.18725908,0.339657471,65,11.97247582,1.1,2.142196532,1046,0.334581371
Bečej,2011,3.014578039,0.068312757,0.783950617,15.90534979,7.650127056,0.311517599,137,0.08369667,1.3,2.894324853,2732,0.256811094
Bečej,2012,3.202863317,0.068312757,0.899176955,16.40534979,7.5634792,0.325808127,133,0.745245813,1.4,2.9419364,4607,0.120394516
Bečej,2013,3.234050678,0.068312757,0.956790123,16.76337449,8.018983717,0.317521195,132,0.393639364,1.5,2.907830107,5905,-0.015457171
Bečej,2014,3.257507074,0.068312757,1.047325103,16.93415638,8.132091541,0.314102825,119,1.41775873,1.5,2.6452179,6027,0.129011843
Bečej,2015,3.276591041,0.068312757,1.04526749,17.19958848,8.345538453,0.349754305,105,0.854450493,1.5,2.777401296,5130,0.140751138
Bečej,2016,3.30177383,0.068312757,1.104938272,17.60082305,8.715992314,0.338706976,104,2.281362257,1.4,2.738832638,4758,0.085103909
Bečej,2017,3.163578598,0.068312757,1.117283951,18.08230453,8.744060506,0.351326119,94,2.215986729,1.3,2.834189843,5201,0.007079653
Bečej,2018,3.190580162,0.068312757,1.059670782,18.48971193,9.867861396,0.357628724,81,2.386122611,1.1,2.029734675,4433,-0.035497634
Bečej,2019,3.216476574,0.068312757,1.473251029,18.91975309,8.890032301,0.362529989,64,1.402738473,1.1,2.775723968,5147,0.040605022
Bečej,2020,3.245046864,0.068312757,1.693415638,19.5308642,9.545782264,0.371802236,56,1.081384283,1.3,2.781382228,2283,0.03272834
Bečej,2021,3.245046864,0.068312757,1.683127572,20.05761317,9.839883552,0.385654839,51,1.784250364,1.2,2.854818325,2155,0.029198799
Vrbas,2011,2.262274852,0.047473404,0.428191489,21.75,10.77386744,0.409988626,187,0.205344218,3.2,3.087845372,4914,0.29124693
Vrbas,2012,2.288761083,0.047952128,0.614361702,22.42287234,10.59190031,0.356978688,181,0.244332614,3.3,3.056323862,4958,0.200276033
Vrbas,2013,1.079317512,0.047952128,0.630319149,22.77659574,11.11701871,0.338367088,189,2.591860409,3.3,3.104158669,3561,0.246937793
Vrbas,2014,1.088498379,0.047952128,0.67287234,23.07978723,11.69904214,0.345969187,156,3.673864827,3.3,3.214360177,6264,0.389265849
Vrbas,2015,1.099079589,0.047952128,0.646276596,23.64361702,12.47723581,0.347067625,150,0.883865728,3.4,3.18469064,6728,0.137788962
Vrbas,2016,1.110558512,0.047952128,0.683510638,24.28723404,13.03028796,0.360760434,141,2.8117571,3.4,3.052154195,6226,0.183062654
Vrbas,2017,2.140754878,0.047952128,0.712765957,25.39095745,13.35978504,0.371704812,122,17.32432636,3.5,3.008587146,6084,0.214733539
Vrbas,2018,2.159135809,0.047952128,0.707446809,25.67021277,14.86753457,0.376334178,118,14.2558381,3.5,3.026957811,8497,0.025505486
Vrbas,2019,2.252666309,0.047952128,0.896276596,26.92287234,12.58344203,0.381907395,95,5.555794266,3.5,3.186343852,6644,-0.008932947
Vrbas,2020,2.278599886,0.047952128,1.111702128,28.32978723,12.80591918,0.39515683,92,1.450794226,3.8,3.114950441,3104,0.576420971
Vrbas,2021,2.278599886,0.047952128,1.220744681,29.05319149,13.16928566,0.407136543,96,6.20638002,4,3.247484628,3632,0.580117679
Žabalj,2011,3.906877174,0.09,0.2775,12.06,9.17466264,0.190481492,162,0,1.3,2.019923927,0,-0.157822071
Žabalj,2012,3.93016459,0.09,0.45,13.0525,9.344716198,0.204314934,161,0,1.3,1.986200552,143,-0.206345832
Žabalj,2013,4.402272639,0.09,0.55,13.165,9.855834267,0.202543091,157,0,1.2,1.861012516,62,-0.167507612
Žabalj,2014,4.427083333,0.09,0.6075,13.5475,10.45553483,0.204640265,136,0,1.2,2.08490566,36,-0.348013093
Žabalj,2015,4.449914049,0.09,0.6175,14.01,10.35318018,0.236295441,137,0,1.2,2.084784254,73,-0.262313413
Žabalj,2016,4.470874549,0.09,0.6175,14.62,10.3626943,0.241158678,132,0,1.1,2.16047041,244,-0.072305349
Žabalj,2017,4.220620755,0.09,0.71,15.4925,10.66182278,0.248414749,109,0,1.1,2.25672325,228,-0.234029382
Žabalj,2018,4.248807442,0.09,0.595,15.81,12.08459215,0.266646884,95,0.023811417,1,2.356370656,331,-0.321183535
Žabalj,2019,3.957152564,0.09,0.6325,16.545,10.79179823,0.259803334,71,1.766137735,1,2.801174168,317,-0.356616089
Žabalj,2020,3.983743763,0.09,0.7975,17.3775,10.70336391,0.274378064,57,0.386769676,1.1,2.813119302,446,-0.324200613
Žabalj,2021,3.983743763,0.09,0.8925,17.8875,10.82593358,0.282680539,54,0.28009569,1.1,2.959912246,361,-0.329022109
Srbobran,2011,8.879431756,0.361302817,0.426056338,11.92253521,7.286755251,0.204726524,186,0.010164717,1.3,2.072576795,0,-0.119487286
Srbobran,2012,8.953445295,0.361302817,0.661971831,12.26760563,7.285749568,0.224082073,191,0.604038034,1.2,2.069422021,229,-0.140898723
Srbobran,2013,10.9151994,0.361302817,0.542253521,12.55985915,7.465936664,0.222282806,197,1.555714552,1.2,2.259634226,255,-0.150166961
Srbobran,2014,11.00696405,0.361302817,0.591549296,12.80633803,7.71692076,0.211329777,164,0.171340737,1.2,2.340538743,123,-0.206095863
Srbobran,2015,11.08835798,0.361302817,0.559859155,12.96478873,8.090001264,0.258346508,155,0,1.1,2.453193647,0,-0.083258045
Srbobran,2016,11.16172541,0.361302817,0.517605634,13.40140845,8.016287059,0.271882916,151,0,1.1,2.299657534,0,-0.068468881
Srbobran,2017,8.23774384,0.325774648,0.573943662,13.95422535,8.598562628,0.286717268,119,0,0.9,2.552961672,0,-0.141369334
Srbobran,2018,8.308972035,0.325704225,0.521126761,14.29225352,9.904194718,0.293743985,96,0,0.8,2.651376147,0,-0.146900648
Srbobran,2019,8.861837387,0.325704225,0.644366197,14.66901408,8.671839343,0.29599298,93,0,1,2.462193823,0,-0.179048639
Srbobran,2020,11.09891839,0.443309859,0.690140845,15.19366197,9.046214356,0.311864072,86,0,1.1,2.497345133,0,-0.197009084
Srbobran,2021,11.09891839,0.443309859,0.732394366,15.37676056,8.982826948,0.334202869,97,0,0.8,2.673411431,0,-0.202059364
SremskiKarlovci,2011,1.7507724,0.3,1.176470588,41.43137255,12.70168211,0.192703615,109,0,0,3.578349482,0,-0.452401737
SremskiKarlovci,2012,1.75862069,0.3,1.588235294,42.68627451,13.2183908,0.206259364,109,0,0,3.386131883,218,-0.461540494
SremskiKarlovci,2013,2.926547137,0.3,1.901960784,44.05882353,13.30248699,0.190468143,107,0,0,3.094093407,5061,-0.34954619
SremskiKarlovci,2014,2.945971122,0.3,1.529411765,44.33333333,13.39077783,0.16156608,94,0,0,3.1875,5390,-0.456982874
SremskiKarlovci,2015,2.962182414,0.3,1.607843137,45.45098039,13.81571245,0.232239013,87,0,0,3.392781316,6138,-0.429355864
SremskiKarlovci,2016,2.97857311,0.3,1.803921569,46.88235294,14.48080998,0.252999294,71,0,0,3.791107975,7219,-0.443256846
SremskiKarlovci,2017,2.875696833,0.3,1.882352941,48.76470588,15.77511564,0.280588446,50,0,0,3.640256959,7309,-0.364010797
SremskiKarlovci,2018,2.894579752,0.3,1.941176471,49.25490196,16.35625597,0.288905163,42,0,0,3.802150538,7856,-0.380168601
SremskiKarlovci,2019,2.910564226,0.3,2.470588235,53.23529412,13.80552221,0.315239694,38,0,0,3.867530598,6830,-0.241287136
SremskiKarlovci,2020,2.933454325,0.3,2.843137255,53.98039216,13.30913491,0.307020873,39,0,0,3.861943024,4058,-0.231328805
SremskiKarlovci,2021,2.933454325,0.333333333,2.921568627,55.31372549,13.4589502,0.310291562,42,0,0,3.868188513,6397,-0.233644927
Temerin,2011,1.833351009,0.093294118,1.258823529,41.41764706,10.49952275,0.281452039,102,1.217944639,1,2.601783061,0,-0.192650258
Temerin,2012,1.827113373,0.092352941,1.7,43.26470588,10.81424936,0.283088421,93,0.56198756,1.1,2.705342081,0,-0.265875323
Temerin,2013,2.790681207,0.092352941,1.876470588,44.2,11.43605722,0.278496486,98,0.924019261,1.2,2.955255141,358,-0.246232498
Temerin,2014,2.805181863,0.092352941,1.658823529,45.56470588,11.95814649,0.28208033,91,0.574453698,1.1,2.891379977,790,-0.208160528
Temerin,2015,2.81953139,0.092352941,1.623529412,46.08235294,12.44857807,0.315797706,86,0,1.2,2.968201327,1235,-0.160413821
Temerin,2016,2.832195473,0.092352941,1.752941176,47.41764706,12.82788358,0.331995988,77,0,0.9,3.019253438,1118,-0.17535213
Temerin,2017,2.297942861,0.092352941,1.864705882,49.46470588,12.96970134,0.346701509,60,0,0.9,2.973907887,1070,-0.174761776
Temerin,2018,2.30242212,0.092352941,1.829411765,50.94705882,13.89741183,0.366575077,55,0,0.9,2.872192407,2231,-0.174717452
Temerin,2019,1.923507732,0.092352941,2.017647059,52.65882353,12.93539529,0.386880784,51,0,0.9,2.924040565,2368,-0.159038075
Temerin,2020,1.926779833,0.092352941,2.141176471,54.90588235,13.78985848,0.411797012,46,0,1.2,2.904095904,870,-0.207898062
Temerin,2021,1.926779833,0.092352941,2.147058824,56.6,14.29766799,0.425801806,47,0,1.1,3.044520548,959,-0.214770399
Titel,2011,3.007173237,0.063877395,0.252873563,10.05363985,4.951437821,0.158414024,85,0,1.1,1.675576345,945,-0.238845702
Titel,2012,3.021173469,0.063877395,0.287356322,10.49425287,5.484693878,0.167666882,89,0,1.2,1.616564417,544,-0.361774903
Titel,2013,3.748121508,0.127555556,0.333333333,10.75478927,5.908419498,0.162472036,93,0,1.2,1.578059072,299,-0.324337042
Titel,2014,3.78261715,0.127555556,0.337164751,11.03448276,6.675740489,0.157611263,92,0,1.2,1.78493845,337,-0.437537477
Titel,2015,3.819502618,0.127555556,0.367816092,11.45977011,6.609947644,0.185556091,92,0,1,1.909899889,547,-0.410577365
Titel,2016,3.848466864,0.127555556,0.398467433,12.01915709,6.396307287,0.197006749,87,0,0.9,1.894559099,558,-0.390195111
Titel,2017,4.277553184,0.127555556,0.406130268,12.51340996,6.759891312,0.206085754,63,0,0.9,1.918113208,593,-0.369786459
Titel,2018,4.294058945,0.127555556,0.398467433,13.06896552,7.717384073,0.222521713,52,0,1,1.836102719,549,-0.378964177
Titel,2019,4.303794092,0.127555556,0.394636015,14.03065134,6.134560245,0.230296311,47,0,0.9,2.051835036,684,-0.395878927
Titel,2020,4.319057816,0.127555556,0.409961686,14.91187739,5.754817987,0.234204904,46,0,1.1,1.948387097,387,-0.30376456
Titel,2021,4.319057816,0.127555556,0.471264368,15.25670498,6.265157639,0.244927387,47,0,1.1,2.158215783,489,-0.309227281
Kikinda,2011,3.003612777,0.084204604,0.34398977,13.09335038,6.956697081,0.393381025,106,0.119549317,2.4,2.527228446,4988,-0.033990989
Kikinda,2012,3.03869169,0.084204604,0.433503836,13.48721228,6.595947232,0.379159219,95,0.119549317,2.4,2.561434978,4395,0.028121808
Kikinda,2013,5.239264015,0.11112532,0.483375959,13.64194373,7.091344085,0.388002601,99,0.119549317,2.5,2.564002865,6821,-0.114315737
Kikinda,2014,5.300849819,0.11112532,0.540920716,13.82480818,7.383672332,0.380015836,99,0.119549317,2.5,2.569251644,5850,-0.024414527
Kikinda,2015,5.36286117,0.11112532,0.572890026,14.19693095,7.840028189,0.393095362,98,0.191649049,2.5,2.563863588,7169,0.067264344
Kikinda,2016,5.435836994,0.11112532,0.578005115,14.74424552,8.357441337,0.368253294,83,0.025947355,2.5,2.642619431,6729,-0.004216757
Kikinda,2017,3.834195018,0.124901535,0.60741688,15.44117647,8.189016233,0.371055407,77,0.010484833,2.6,2.67190208,7812,0.005415873
Kikinda,2018,3.87545908,0.124901535,0.592071611,15.98081841,9.811982678,0.390582022,58,0.202178004,2.7,2.76921395,8358,-0.026382444
Kikinda,2019,3.884428516,0.124901535,0.971867008,16.73017903,8.756535072,0.392182119,55,0.001071475,2.8,2.922846691,8657,-0.074266193
Kikinda,2020,3.933698763,0.124901535,1.020460358,17.42327366,8.79277122,0.412726545,57,0.003853853,2.7,2.325426409,6906,-0.084714237
Kikinda,2021,3.933698763,0.124901535,1.025575448,18.03452685,8.980785297,0.430224404,53,0.012417407,2.7,2.870815599,8480,-0.083507652
Ada,2011,5.883528236,0.371013216,1.088105727,17.87665198,10.46012811,0.314921183,61,0.81659517,1.4,2.998635278,1086,-0.018553455
Ada,2012,5.932333946,0.371013216,1.017621145,18.52422907,10.42839367,0.360522876,57,6.232268768,1.4,2.968630185,1020,-0.004820839
Ada,2013,5.989829494,0.371013216,0.947136564,18.51101322,11.72599462,0.337941358,53,2.432545618,1.4,2.732142857,936,-0.091965825
Ada,2014,6.047719722,0.371013216,0.986784141,18.91189427,11.4768952,0.340178571,47,0,1,2.813707619,901,-0.004028054
Ada,2015,6.104878049,0.371013216,1.074889868,19.39207048,11.8902439,0.406122264,43,0,1.2,2.771258819,1023,-0.057116564
Ada,2016,6.1661637,0.371013216,1.057268722,19.82378855,12.31754634,0.448533481,41,0,1.2,2.73903177,1737,0.015005778
Ada,2017,6.222581247,0.371013216,1.057268722,20.44052863,12.42776362,0.434221599,35,0,1.1,2.779220779,1084,0.045989849
Ada,2018,6.281126513,0.371013216,0.964757709,20.76651982,13.29737189,0.447243796,31,0.159380292,1.1,2.845352873,2720,-0.003816491
Ada,2019,6.347930794,0.371013216,1.735682819,20.6784141,11.91457,0.455297058,25,0,1,2.843298163,3831,0.044070807
Ada,2020,6.413779855,0.371013216,1.863436123,21.22026432,11.58993405,0.466614527,30,0,1,3.0103462,1019,-0.050105097
Ada,2021,6.413779855,0.371013216,1.823788546,21.30396476,11.59551726,0.462714725,29,0,1,3.063555913,1091,-0.051659827
Kanjiža,2011,5.130695728,0.149373434,0.684210526,15.73684211,13.26699834,0.297618348,94,0.108465608,1.7,2.461247637,11467,0.13396657
Kanjiža,2012,5.181020734,0.149373434,0.839598997,16.03007519,13.63636364,0.307223209,97,0.076555024,1.7,2.558346654,7930,0.06540457
Kanjiža,2013,4.074014416,0.149373434,0.902255639,16.34837093,13.81226594,0.301127887,94,0.031933315,1.7,2.396053559,10720,0.091377803
Kanjiža,2014,4.108092744,0.149373434,0.90726817,16.51629073,13.96840866,0.297790355,89,5.508547529,1.7,2.374095514,11662,-0.007652388
Kanjiža,2015,4.145292141,0.149373434,0.984962406,17.0877193,14.25878882,0.362579152,77,12.51724986,1.6,2.471199011,13579,0.089443588
Kanjiža,2016,4.181788121,0.149373434,1.085213033,17.44360902,14.42566031,0.380380565,79,6.792543298,1.4,2.427352572,11560,0.041013827
Kanjiža,2017,5.228659553,0.149373434,1.192982456,17.85463659,14.42147382,0.387958409,69,2.452150717,1.5,2.286878981,12073,-0.107465581
Kanjiža,2018,5.274607913,0.149373434,1.205513784,17.97493734,15.80961191,0.395838572,59,19.96119077,1.6,2.212600467,12312,-0.069997766
Kanjiža,2019,5.173614351,0.149373434,2.205513784,18.27318296,13.65506128,0.390865201,51,6.058224842,1.6,2.460526316,12892,-0.042124515
Kanjiža,2020,5.22054859,0.149373434,2.318295739,18.47619048,13.39381232,0.393978384,51,0.905986563,1.5,2.579908676,6838,-0.085352222
Kanjiža,2021,5.22054859,0.149373434,2.423558897,18.59899749,13.80268241,0.402651688,47,1.026867486,1.6,2.807639461,9000,-0.084659465
NoviKneževac,2011,4.59505012,0.013114754,0.186885246,6.891803279,6.741772376,0.256679637,101,0,3,2.627895267,0,0.084472834
NoviKneževac,2012,4.657854509,0.013114754,0.209836066,7.183606557,6.384317957,0.295071165,102,0,3.4,2.828981055,0,0.191467891
NoviKneževac,2013,4.148578694,0.013114754,0.206557377,7.232786885,6.993006993,0.306185017,94,0,3.5,2.681888947,460,0.068080298
NoviKneževac,2014,4.192748967,0.013114754,0.262295082,7.449180328,7.067462139,0.307661072,103,0,3.4,2.493452069,523,0.048834601
NoviKneževac,2015,4.244958647,0.013114754,0.308196721,7.672131148,7.341325156,0.330160044,99,0,3.3,2.446428571,435,-0.093316426
NoviKneževac,2016,4.30537229,0.013114754,0.31147541,7.954098361,7.822808671,0.32571912,101,0,3.2,2.558558559,305,-0.139560444
NoviKneževac,2017,4.87792754,0.013114754,0.337704918,8.245901639,7.647452442,0.321675302,101,0,3.3,2.73458445,231,-0.150003679
NoviKneževac,2018,4.942179177,0.013114754,0.314754098,8.291803279,8.523002421,0.319688967,82,0,3.2,2.807255008,182,-0.214506436
NoviKneževac,2019,4.998334803,0.013114754,0.632786885,8.839344262,6.758742286,0.303574099,74,0,3.2,2.816348774,0,-0.262616771
NoviKneževac,2020,5.057785707,0.013114754,0.586885246,9.032786885,6.541778174,0.309824829,81,0,3.1,2.805280528,2,-0.227272335
NoviKneževac,2021,5.057785707,0.013114754,0.649180328,9.029508197,6.760847629,0.313960735,78,0,3,2.830167598,101,-0.224562224
Senta,2011,2.824810322,0.085714286,0.829931973,19.07142857,13.33104719,0.354812843,106,1.224499778,3.5,2.955625606,2566,0.517097196
Senta,2012,2.84972973,0.085714286,1.010204082,19.52040816,12.71351351,0.371643047,100,1.224499778,3.5,3.032409698,2919,0.358677423
Senta,2013,2.395674356,0.085714286,1.085034014,19.56462585,13.38682248,0.375179621,101,1.224499778,3.7,2.928661776,3879,0.217075468
Senta,2014,2.419731337,0.085714286,1.12244898,19.95578231,13.7855098,0.396336221,70,1.224499778,3.7,2.917680559,3218,-0.051667639
Senta,2015,2.442863495,0.085714286,1.132653061,20.30272109,13.96176078,0.469127517,45,1.224499778,3.9,2.717488789,3965,0.023711379
Senta,2016,2.463456192,0.085714286,1.078231293,20.8537415,13.76558156,0.457834603,56,0,3.9,2.766702298,5268,0.065965954
Senta,2017,3.055158371,0.085714286,1.142857143,21.14965986,13.84615385,0.46875,53,0.421266968,3.9,2.769997307,6538,0.189847627
Senta,2018,3.086441763,0.085714286,1.129251701,21.34353741,15.22216127,0.51427372,46,4.628588407,4.1,2.871338626,8260,0.188892323
Senta,2019,3.03259362,0.085714286,1.700680272,21.87414966,12.94498382,0.538521566,44,6.256403144,4.1,2.91144528,8212,0.208291478
Senta,2020,3.068628368,0.085714286,1.836734694,22.20068027,13.19236527,0.560276538,51,0.673044536,3.6,2.858830146,4609,0.22317721
Senta,2021,3.068628368,0.085714286,1.772108844,22.01360544,12.68939394,0.572680149,48,0.00094697,3.5,3.115537849,4387,0.22287011
Čoka,2011,6.21654714,0.029221184,0.249221184,6.542056075,5.07259052,0.215120408,134,0.371091607,1.1,2.499220779,755,-0.298354675
Čoka,2012,7.004534543,0.029221184,0.277258567,6.781931464,5.156930737,0.195239963,135,0.371091607,1.1,2.379457158,746,-0.297738457
Čoka,2013,11.18581355,0.029221184,0.292834891,6.975077882,4.963450952,0.210624418,130,0.371091607,1.1,2.345147219,718,-0.362430211
Čoka,2014,11.33205339,0.029221184,0.299065421,6.897196262,5.39403913,0.215138361,116,0.371091607,1.2,2.398656215,757,-0.336602685
Čoka,2015,11.48216767,0.029221184,0.302180685,7.08411215,5.836035201,0.253805702,110,0.274756832,1.2,2.389558233,574,-0.310226906
Čoka,2016,11.69339623,0.029221184,0.286604361,7.352024922,5.754716981,0.257785957,100,0.161037736,1,2.51740413,567,-0.232493024
Čoka,2017,6.430863842,0.029221184,0.317757009,7.582554517,6.534063611,0.259221756,88,0,1,2.498170732,691,-0.257411379
Čoka,2018,6.521730657,0.029221184,0.308411215,7.666666667,6.918729293,0.26267823,72,0,0.8,2.576397516,566,-0.219280508
Čoka,2019,6.611281241,0.029221184,0.535825545,8.034267913,6.618591327,0.263691986,66,0,1,2.733291299,801,-0.240698119
Čoka,2020,6.672582253,0.029221184,0.535825545,8.252336449,6.580259222,0.27758438,71,0,1,2.648786718,472,-0.29113539
Čoka,2021,6.672582253,0.029221184,0.504672897,8.274143302,6.838982199,0.282259299,67,0,0.9,2.760590501,646,-0.295270511
Subotica,2011,2.875571349,0.289404171,1.144985104,33.9652433,22.31704474,0.425775221,78,0.276232595,2.4,2.80114215,56058,0.086109561
Subotica,2012,3.060342073,0.289404171,1.334657398,35.02780536,21.44880615,0.414212548,81,0.671644452,2.4,2.876648784,57151,0.106798735
Subotica,2013,2.676237137,0.289404171,1.367428004,35.63455809,22.54979568,0.411167777,82,0.671644452,2.5,2.869409076,67319,0.08670299
Subotica,2014,2.612741025,0.27897716,1.525322741,36.53326713,23.4148927,0.407636283,72,0.542274303,2.4,2.880487301,78756,0.121662506
Subotica,2015,1.917222378,0.181405164,1.554121152,37.57994042,24.33620361,0.449978221,64,1.610153153,2.4,2.999583264,86747,0.184376906
Subotica,2016,1.926646955,0.181405164,1.606752731,39.05263158,25.21488314,0.472606192,55,1.403647772,2.4,3.113199613,84281,0.221682222
Subotica,2017,2.466886384,0.181405164,1.634558093,40.63753724,25.80706046,0.486422745,43,2.334809405,2.4,3.101399781,89366,0.22490925
Subotica,2018,2.477316965,0.181405164,1.603773585,41.12015889,28.86136485,0.498503321,34,2.531657105,2.3,3.253841943,91752,0.173424368
Subotica,2019,2.306788789,0.181405164,2.056603774,41.62760675,25.35995604,0.508919307,33,2.977783477,2.4,3.33770575,98400,0.188821657
Subotica,2020,2.320339333,0.181405164,2.279046673,43.00397219,25.27307301,0.51199759,31,3.733051784,2.5,3.392008547,50170,0.119688632
Subotica,2021,2.320339333,0.111737835,2.302879841,43.90367428,25.2206997,0.520887154,31,3.670555539,2.4,3.517519983,71624,0.114849468
BačkaTopola,2011,4.159487533,0.073550336,0.416107383,11.98322148,11.31499386,0.342718874,101,0.472496518,1.3,2.167488568,5042,0.326909247
BačkaTopola,2012,4.832445198,0.073550336,0.474832215,12.38758389,11.0815066,0.353308807,109,0.472496518,1.4,2.178689125,4416,0.303320172
BačkaTopola,2013,4.364954572,0.073550336,0.518456376,12.6409396,12.32830616,0.364454998,115,0.472496518,1.4,2.180795199,3350,0.035259773
BačkaTopola,2014,4.416839499,0.073550336,0.562080537,12.87080537,12.9391735,0.36144359,99,0.472496518,1.4,2.245283019,2849,0.128178107
BačkaTopola,2015,4.445928993,0.071986577,0.602348993,13.20302013,13.67457032,0.384529772,87,3.991688621,1.5,2.39204433,3437,0.068583664
BačkaTopola,2016,4.523082781,0.073328859,0.647651007,13.55536913,14.05590634,0.373998303,82,0.691785386,1.4,2.51584898,4581,0.069084092
BačkaTopola,2017,4.394360782,0.073328859,0.701342282,14.02013423,13.3290612,0.384530651,66,3.715411727,1.3,2.629259335,4809,0.007855993
BačkaTopola,2018,4.434571733,0.073328859,0.714765101,14.17114094,15.03540596,0.398451198,57,3.949396967,1.2,2.727963838,6214,0.029177366
BačkaTopola,2019,4.477863393,0.073328859,1.05704698,14.59731544,14.36593966,0.399030135,58,0,1.2,2.916213957,6589,0.054932977
BačkaTopola,2020,4.529475874,0.073328859,1.063758389,14.89261745,14.26731398,0.404542479,56,0,1.2,2.474042553,3426,0.047416875
BačkaTopola,2021,4.529475874,0.073328859,0.983221477,14.97651007,14.83937963,0.416889117,57,0,1.2,2.915857605,5284,0.048747004
MaliIđoš,2011,6.423879604,0.373756906,0.497237569,11.45303867,9.478672986,0.225391601,178,7.183171198,1.1,2.66366173,0,-0.334207779
MaliIđoš,2012,7.796099439,0.370883978,0.607734807,11.96685083,8.788817276,0.22311828,196,7.181635557,1.2,2.52672751,0,-0.328773368
MaliIđoš,2013,7.052516042,0.370883978,0.491712707,11.90607735,9.118541033,0.21865387,203,3.035629855,1.2,2.606666667,0,-0.33473934
MaliIđoš,2014,7.136266553,0.370883978,0.61878453,12.10497238,10.16659547,0.215292503,187,0,1.3,2.775034294,0,-0.321657882
MaliIđoš,2015,7.216414687,0.370883978,0.624309392,12.48618785,10.19438445,0.27428354,177,0,1.3,2.716494845,0,-0.365550797
MaliIđoš,2016,8.806372976,0.370883978,0.629834254,13.15469613,10.18631377,0.260092569,175,0,1,2.851033157,0,-0.368122483
MaliIđoš,2017,7.88819603,0.370883978,0.662983425,13.7679558,10.27577727,0.255072841,159,0,1.1,2.866568915,92,-0.397582112
MaliIđoš,2018,7.962322695,0.370883978,0.651933702,13.96685083,10.9929078,0.286166425,136,0,1.2,2.862803368,1703,-0.315824238
MaliIđoš,2019,8.025645608,0.370883978,1.093922652,14.28176796,9.47189706,0.301206434,118,0,1.3,2.846076962,1811,-0.279659784
MaliIđoš,2020,8.100929016,0.370883978,1.215469613,15.03314917,9.560746821,0.286434901,114,0,1,2.774811083,457,-0.348218232
MaliIđoš,2021,8.100929016,0.370883978,1.082872928,15.38121547,9.660955159,0.294419056,122,0,1.2,3.157142857,665,-0.351266667
Zrenjanin,2011,3.082740286,0.168070836,0.667671439,20.77317257,8.697132297,0.360914235,90,1.148605055,2.8,2.276259192,15451,0.214863209
Zrenjanin,2012,3.358964313,0.168070836,0.820648078,21.41748304,8.611682502,0.367405374,83,1.469136709,2.8,2.405080528,15324,0.336338518
Zrenjanin,2013,3.138729321,0.168070836,0.976639035,21.87415222,9.089190766,0.371696055,74,0.272659287,2.8,2.473525613,16862,0.277328149
Zrenjanin,2014,3.164055704,0.168070836,1.093443858,22.0550113,9.303365946,0.386379159,71,2.427905127,2.7,2.419599456,15147,0.30931179
Zrenjanin,2015,3.190460279,0.168070836,1.113790505,22.18085908,9.748559018,0.409222475,65,0.821343246,2.6,2.529194928,14713,0.24029573
Zrenjanin,2016,3.217634521,0.168070836,1.080633007,22.63752826,10.13487898,0.404106305,71,3.070135384,2.7,2.664664118,15261,0.173149788
Zrenjanin,2017,3.495434663,0.183820648,1.117558402,23.3564431,10.44719072,0.430968668,52,1.576973712,2.7,2.607684631,15957,0.192020497
Zrenjanin,2018,2.496532059,0.093406179,1.079879427,23.60889224,12.39895876,0.472286269,41,1.688647417,2.8,2.6605,19739,0.216320998
Zrenjanin,2019,3.491636225,0.183820648,1.354182366,24.39939714,11.25245041,0.477260383,43,2.33206387,2.8,2.837189374,17068,0.059229967
Zrenjanin,2020,3.574071975,0.188003014,1.544084401,25.28183873,11.24007011,0.479000202,50,1.469850627,2.7,2.635490627,7607,0.037737539
Zrenjanin,2021,3.574071975,0.188003014,1.601356443,25.786737,11.82360836,0.486496125,51,1.388783908,2.7,2.898719079,11718,0.037384051
Žitište,2011,7.144967792,0.05047619,0.217142857,6.076190476,5.732521719,0.245900178,130,3.332308965,1.3,1.624372512,608,-0.08111682
Žitište,2012,7.28313253,0.05047619,0.316190476,6.662857143,5.722891566,0.28077342,128,9.078795181,1.2,1.556338028,1842,0.02498285
Žitište,2013,11.31942314,0.075619048,0.36952381,6.805714286,6.198220313,0.280254777,135,6.880883707,1.2,1.619941133,1019,-0.067425353
Žitište,2014,11.49221184,0.075619048,0.375238095,6.847619048,6.604361371,0.293448632,130,0.026978193,1.1,1.668045113,498,-0.093288477
Žitište,2015,11.66371569,0.075619048,0.428571429,6.931428571,7.019097003,0.337061466,136,0,1.3,1.708444784,249,0.068849811
Žitište,2016,11.84421756,0.075619048,0.434285714,7.114285714,7.191934759,0.307318023,154,0,1.2,1.925269646,552,0.114777458
Žitište,2017,8.15205934,0.075619048,0.424761905,7.348571429,7.482594834,0.287667162,114,0,1.1,1.916506349,707,0.04912093
Žitište,2018,8.257365056,0.075619048,0.375238095,7.445714286,8.765570421,0.314993954,98,6.184867857,1.2,2.063393893,803,0.095816152
