Area Name,Time Period,Motorcycle Density,Doctors Accessibility,Vehicles Density,Primary School Attendance,Secondary School Attendance,Assistance and Care Allowance Share,Poverty Share,Local Roads Density,Main Roads Accessibility,Net Migrations per 1000 inhabitants
GadžinHan,2017,1,3,1,2,1,3,3,2,U,2
GadžinHan,2018,1,3,1,1,1,3,3,2,U,1
GadžinHan,2019,1,3,1,1,1,3,3,U,U,1
GadžinHan,2020,1,3,1,1,1,2,3,U,U,1
GadžinHan,2021,1,2,1,1,1,2,3,U,U,3
Doljevac,2012,2,2,3,3,2,2,3,1,U,3
Doljevac,2013,2,2,3,3,2,2,3,1,U,3
Doljevac,2014,2,2,3,3,2,2,3,2,U,3
Doljevac,2015,2,2,3,3,2,2,3,2,U,3
Doljevac,2016,2,2,3,3,2,2,3,2,U,2
Doljevac,2017,2,1,3,3,2,1,3,3,U,3
Doljevac,2018,2,1,3,3,2,2,3,3,U,3
Doljevac,2019,2,1,3,3,2,2,3,U,U,2
Doljevac,2020,2,2,3,3,2,2,3,U,U,2
Doljevac,2021,2,2,3,3,2,2,2,U,U,3
Merošina,2012,1,2,2,3,3,3,3,1,2,3
Merošina,2013,1,2,2,3,3,3,3,1,2,2
Merošina,2014,1,2,2,3,3,3,3,2,2,3
Merošina,2015,1,1,2,3,3,3,3,2,2,2
Merošina,2016,1,1,2,3,3,3,3,2,2,2
Merošina,2017,1,1,2,3,3,3,3,3,2,2
Merošina,2018,1,1,2,3,3,3,3,2,2,1
Merošina,2019,1,1,2,3,3,3,3,U,2,2
Merošina,2020,1,2,2,3,3,3,3,U,2,2
Merošina,2021,1,2,2,3,3,3,3,U,2,3
Ražanj,2012,1,2,1,1,2,1,1,1,U,2
Ražanj,2013,1,2,1,1,2,1,1,1,U,2
Ražanj,2014,1,2,1,1,2,1,1,1,U,2
Ražanj,2015,1,2,1,1,2,2,1,1,U,3
Ražanj,2016,1,2,1,1,1,2,1,2,U,2
Ražanj,2017,1,2,1,1,1,2,1,2,U,3
Ražanj,2018,1,2,1,1,1,3,1,3,U,2
Ražanj,2019,1,2,1,1,1,3,1,U,U,2
Ražanj,2020,1,3,1,1,1,3,1,U,U,2
Ražanj,2021,1,3,1,1,1,3,1,U,U,3
Svrljig,2012,1,2,1,3,1,1,3,1,2,1
Svrljig,2013,1,2,1,3,1,2,3,2,3,2
Svrljig,2014,1,2,1,3,1,2,3,2,3,2
Svrljig,2015,1,2,1,3,1,2,3,2,3,2
Svrljig,2016,1,2,1,3,1,2,3,2,3,3
Svrljig,2017,1,2,1,3,1,2,3,2,2,3
Svrljig,2018,1,2,1,3,1,2,3,2,2,2
Svrljig,2019,1,2,1,3,1,2,3,U,2,1
Svrljig,2020,1,2,1,3,1,3,3,U,3,2
Svrljig,2021,1,2,1,3,1,2,3,U,3,2
Pirot,2012,1,3,1,3,2,2,1,1,2,2
Pirot,2013,1,3,1,3,2,2,2,1,2,2
Pirot,2014,2,3,1,3,2,2,2,1,2,2
Pirot,2015,2,3,1,3,2,2,2,1,2,2
Pirot,2016,2,3,2,3,2,2,2,1,1,2
Pirot,2017,2,3,2,3,2,2,3,2,1,2
Pirot,2018,2,3,2,3,2,2,3,2,1,2
Pirot,2019,2,3,2,3,2,2,3,U,1,2
Pirot,2020,2,3,2,3,2,2,3,U,1,2
Pirot,2021,2,3,2,3,1,2,2,U,1,2
Babušnica,2012,1,2,1,1,1,3,3,1,3,1
Babušnica,2013,1,2,1,1,1,3,3,1,3,1
Babušnica,2014,1,2,1,1,1,3,3,1,3,1
Babušnica,2015,1,2,1,1,1,3,3,1,3,1
Babušnica,2016,1,2,1,1,1,3,3,1,3,1
Babušnica,2017,1,2,1,1,1,3,3,2,3,2
Babušnica,2018,1,2,1,1,1,3,3,2,3,1
Babušnica,2019,1,2,1,1,1,3,3,U,3,1
Babušnica,2020,1,2,1,1,1,3,3,U,3,1
Babušnica,2021,1,2,1,1,1,3,3,U,3,2
BelaPalanka,2012,1,3,1,2,1,2,U,1,3,2
BelaPalanka,2013,1,3,1,2,1,2,3,1,3,2
BelaPalanka,2014,1,3,1,2,1,3,3,1,3,2
BelaPalanka,2015,1,3,1,2,1,3,3,1,3,2
BelaPalanka,2016,1,3,1,2,1,3,3,1,U,2
BelaPalanka,2017,1,3,1,2,1,3,3,2,U,2
BelaPalanka,2018,1,2,1,2,1,3,3,2,U,1
BelaPalanka,2019,1,3,1,2,1,3,3,U,U,1
BelaPalanka,2020,1,2,1,2,1,3,3,U,U,1
BelaPalanka,2021,1,2,1,2,1,3,3,U,U,2
Dimitrovgrad,2012,1,3,1,3,1,1,3,1,2,3
Dimitrovgrad,2013,1,2,1,3,1,2,3,1,2,2
Dimitrovgrad,2014,1,2,1,3,1,3,3,2,2,3
Dimitrovgrad,2015,1,2,1,3,1,3,3,2,2,2
Dimitrovgrad,2016,1,2,1,3,1,3,3,2,U,2
Dimitrovgrad,2017,1,2,1,2,1,3,2,2,U,3
Dimitrovgrad,2018,1,2,1,2,1,3,3,2,U,2
Dimitrovgrad,2019,1,2,1,2,1,3,3,U,U,2
Dimitrovgrad,2020,1,2,1,2,1,2,3,U,U,2
Dimitrovgrad,2021,1,2,1,2,1,2,2,U,U,2
Smederevo,2012,3,3,3,2,3,2,2,1,1,3
Smederevo,2013,3,3,3,2,3,2,2,1,2,2
Smederevo,2014,3,3,3,2,3,2,2,1,2,2
Smederevo,2015,3,3,3,2,3,2,2,2,2,2
Smederevo,2016,3,3,3,2,3,2,2,3,2,2
Smederevo,2017,3,3,3,2,3,2,2,3,1,2
Smederevo,2018,3,3,3,2,3,3,2,3,1,2
Smederevo,2019,3,3,3,2,3,2,2,U,1,2
Smederevo,2020,3,3,3,2,3,3,2,U,1,2
Smederevo,2021,3,3,3,2,3,3,2,U,1,2
VelikaPlana,2012,3,2,3,2,2,2,3,1,1,2
VelikaPlana,2013,3,2,3,2,2,2,3,1,2,1
VelikaPlana,2014,3,2,3,2,2,2,3,1,2,2
VelikaPlana,2015,3,1,3,2,2,2,3,2,2,2
VelikaPlana,2016,3,1,3,2,2,2,3,3,2,2
VelikaPlana,2017,3,1,3,2,2,2,3,3,1,2
VelikaPlana,2018,2,1,3,2,2,2,3,3,1,2
VelikaPlana,2019,3,1,3,2,2,2,3,U,1,2
VelikaPlana,2020,3,1,3,2,2,2,3,U,1,2
VelikaPlana,2021,3,1,3,2,2,2,3,U,1,2
SmederevskaPalanka,2012,3,3,3,2,3,1,2,1,U,2
SmederevskaPalanka,2013,3,3,3,1,3,1,2,1,U,1
SmederevskaPalanka,2014,3,3,3,1,3,1,2,2,U,2
SmederevskaPalanka,2015,3,3,3,1,3,1,2,3,U,1
SmederevskaPalanka,2016,3,3,3,1,3,1,2,3,U,1
SmederevskaPalanka,2017,3,3,3,1,3,1,2,3,U,2
SmederevskaPalanka,2018,2,3,3,1,3,2,2,3,U,2
SmederevskaPalanka,2019,2,3,3,1,2,2,2,U,U,1
SmederevskaPalanka,2020,2,3,3,1,2,2,2,U,U,1
SmederevskaPalanka,2021,3,3,3,1,2,2,2,U,U,2
Vranje,2013,U,U,U,3,2,U,U,1,U,2
Vranje,2014,U,U,U,3,2,U,U,2,U,2
Vranje,2015,U,U,U,3,2,U,U,3,U,2
Vranje,2016,U,U,U,3,2,U,U,3,U,2
Vranje,2017,U,U,U,3,2,U,U,3,U,2
Vranje,2018,1,U,1,3,2,U,U,3,U,2
Vranje,2019,U,U,U,3,2,U,U,U,U,2
Vranje,2020,U,U,U,3,2,U,U,U,U,1
Vranje,2021,U,U,U,3,2,U,U,U,U,2
VranjskaBanja,2013,U,U,U,2,2,U,U,1,U,2
VranjskaBanja,2014,U,U,U,2,2,U,U,1,U,1
VranjskaBanja,2015,U,U,U,2,2,U,U,3,U,1
VranjskaBanja,2016,U,U,U,1,2,U,U,3,U,1
VranjskaBanja,2017,U,U,U,1,2,U,U,3,U,1
VranjskaBanja,2018,1,U,1,1,2,U,U,3,U,2
VranjskaBanja,2019,U,U,U,1,2,U,U,U,U,1
VranjskaBanja,2020,U,U,U,1,2,U,U,U,U,1
VranjskaBanja,2021,U,U,U,1,2,U,U,U,U,1
Bosilegrad,2012,1,2,1,2,1,3,2,1,U,1
Bosilegrad,2013,1,2,1,2,1,3,3,1,U,2
Bosilegrad,2014,1,2,1,2,1,3,3,1,U,1
Bosilegrad,2015,1,2,1,2,1,3,3,1,U,1
Bosilegrad,2016,1,2,1,2,1,3,3,1,U,1
Bosilegrad,2017,1,2,1,2,1,3,3,1,U,1
Bosilegrad,2018,1,2,1,2,1,3,2,1,U,1
Bosilegrad,2019,1,3,1,2,1,3,3,U,U,2
Bosilegrad,2020,1,2,1,2,1,3,3,U,U,1
Bosilegrad,2021,1,3,1,2,1,3,3,U,U,1
Bujanovac,2012,1,2,2,2,3,1,2,2,1,2
Bujanovac,2013,2,2,2,2,3,2,2,2,1,2
Bujanovac,2014,2,2,2,2,3,2,2,2,1,1
Bujanovac,2015,2,2,2,2,3,2,2,2,1,2
Bujanovac,2016,2,2,2,2,3,2,2,2,1,2
Bujanovac,2017,2,2,2,2,3,2,2,3,1,2
Bujanovac,2018,2,2,2,2,3,2,3,3,1,2
Bujanovac,2019,2,2,2,2,3,2,3,U,1,2
Bujanovac,2020,2,2,2,2,3,1,3,U,1,2
Bujanovac,2021,2,2,2,1,3,1,3,U,1,2
VladičinHan,2012,1,2,1,2,2,3,3,1,3,2
VladičinHan,2013,1,2,1,2,2,3,3,1,2,1
VladičinHan,2014,1,2,1,2,2,3,3,1,3,1
VladičinHan,2015,1,2,2,2,1,3,2,1,3,2
VladičinHan,2016,2,2,2,2,1,3,3,2,1,1
VladičinHan,2017,2,2,2,2,1,3,3,2,1,2
VladičinHan,2018,1,2,2,2,1,3,3,2,1,1
VladičinHan,2019,2,2,2,2,1,3,3,U,1,2
VladičinHan,2020,2,2,2,2,1,3,3,U,1,1
VladičinHan,2021,2,2,2,1,1,3,3,U,1,1
Preševo,2012,2,2,2,2,3,1,3,2,2,2
Preševo,2013,2,2,2,2,3,1,3,2,3,2
Preševo,2014,2,2,3,2,3,1,3,2,3,2
Preševo,2015,2,2,3,2,3,1,3,3,3,2
Preševo,2016,2,2,3,2,3,1,3,3,1,2
Preševo,2017,2,2,3,2,3,1,3,3,1,2
Preševo,2018,2,2,3,2,3,1,3,3,1,2
Preševo,2019,2,2,3,2,3,1,3,U,1,2
Preševo,2020,2,2,3,2,3,1,3,U,1,2
Preševo,2021,2,2,3,2,3,1,3,U,1,2
Surdulica,2012,1,3,1,1,1,2,2,1,3,1
Surdulica,2013,1,3,1,1,1,2,3,1,U,1
Surdulica,2014,1,3,1,1,1,2,3,2,3,1
Surdulica,2015,1,3,1,1,1,2,3,1,3,1
Surdulica,2016,1,3,1,1,1,1,3,2,3,1
Surdulica,2017,1,3,1,1,1,2,3,2,3,2
Surdulica,2018,1,3,1,1,1,3,3,2,3,2
Surdulica,2019,1,3,1,1,1,3,3,U,3,1
Surdulica,2020,1,3,1,1,1,3,3,U,3,1
Surdulica,2021,1,3,1,1,1,3,3,U,3,2
Trgovište,2012,1,1,1,1,1,3,2,1,U,1
Trgovište,2013,1,1,1,1,1,3,1,1,U,1
Trgovište,2014,1,1,1,1,1,3,2,1,U,1
Trgovište,2015,1,2,1,1,1,3,2,1,U,1
Trgovište,2016,1,2,1,1,1,3,3,1,U,2
Trgovište,2017,1,2,1,1,1,2,3,1,U,1
Trgovište,2018,1,2,1,1,1,3,3,1,U,1
Trgovište,2019,1,2,1,1,1,3,3,U,U,1
Trgovište,2020,1,2,1,1,1,2,3,U,U,2
Trgovište,2021,1,2,1,1,1,3,3,U,U,2
Prokuplje,2012,1,3,2,3,2,3,2,1,1,2
Prokuplje,2013,1,3,2,3,2,3,2,1,2,2
Prokuplje,2014,1,3,2,3,2,3,2,1,2,1
Prokuplje,2015,1,3,2,3,2,3,2,1,2,1
Prokuplje,2016,1,3,2,3,2,3,2,1,2,2
Prokuplje,2017,1,3,2,3,2,3,2,2,2,2
Prokuplje,2018,1,3,2,2,2,3,2,2,2,1
Prokuplje,2019,1,3,2,2,2,3,2,U,2,1
Prokuplje,2020,2,3,2,2,2,3,2,U,2,1
Prokuplje,2021,2,3,2,2,2,3,1,U,2,2
Blace,2012,1,2,1,3,1,3,2,1,2,2
Blace,2013,1,2,1,3,1,3,2,1,2,2
Blace,2014,1,2,1,3,1,3,2,1,2,2
Blace,2015,1,2,1,3,1,3,2,1,2,2
Blace,2016,1,2,1,3,1,3,2,1,2,2
Blace,2017,1,2,1,3,1,3,3,1,3,1
Blace,2018,1,2,1,3,1,3,3,1,3,2
Blace,2019,1,2,1,3,1,3,3,U,3,2
Blace,2020,1,2,1,3,1,3,3,U,3,1
Blace,2021,1,2,1,3,1,3,3,U,3,2
Žitorađa,2012,1,2,2,3,2,3,3,1,U,2
Žitorađa,2013,1,2,2,3,2,3,3,1,U,2
Žitorađa,2014,1,1,2,3,2,3,3,1,U,1
Žitorađa,2015,1,1,2,3,2,3,3,2,U,2
Žitorađa,2016,1,1,2,3,2,3,3,2,U,2
Žitorađa,2017,1,1,2,3,2,3,3,3,U,2
Žitorađa,2018,1,1,2,3,2,3,3,3,U,1
Žitorađa,2019,1,1,2,3,2,3,3,U,U,2
Žitorađa,2020,2,1,2,3,2,3,3,U,U,2
Žitorađa,2021,2,1,2,3,2,3,3,U,U,2
Kuršumlija,2012,1,2,1,3,2,3,2,1,3,2
Kuršumlija,2013,1,2,1,3,1,3,3,1,3,1
Kuršumlija,2014,1,2,1,3,1,3,3,1,3,2
Kuršumlija,2015,1,2,1,3,1,3,2,1,3,2
Kuršumlija,2016,1,2,1,3,1,3,2,1,3,1
Kuršumlija,2017,1,2,1,3,1,3,2,1,3,2
Kuršumlija,2018,1,2,1,3,1,3,2,2,3,2
Kuršumlija,2019,1,2,1,3,1,3,2,U,3,1
Kuršumlija,2020,1,2,1,3,1,3,2,U,3,1
Kuršumlija,2021,1,2,1,3,1,3,2,U,3,1
